1,1,https://rj.metropoliaztm.pl/rozklady/2-1/
1,2,https://rj.metropoliaztm.pl/rozklady/1-1/
1,3,https://www.wroclaw.pl/linia-1-wroclaw
1,4,https://mzkwejherowo.pl/rozklad-jazdy/1.html
1,5,"https://www.zditm.szczecin.pl/pl/pasazer/rozklady-jazdy,linia,1"
1,6,https://en.wikipedia.org/wiki/1
1,7,https://www.salesforce.com/
1,8,"https://serwisy.gazetaprawna.pl/edukacja/artykuly/1484474,rozpoczece-roku-szkolnego-uczniowe-studenci.html"
1,9,https://www.apple.com/sg/shop/accessories/all-accessories/power-cables?f=mophie-series1&fh=459d%2B49fe%2B3387
1,10,https://dph.georgia.gov/covid-19-daily-status-report
2,1,https://ztm.gda.pl/rozklady/linia-2.html
2,2,https://www.wroclaw.pl/linia-2-wroclaw
2,3,"https://www.zditm.szczecin.pl/pl/pasazer/rozklady-jazdy,linia,2"
2,4,https://www.mpk.poznan.pl/component/transport/2/
2,5,https://sip.lex.pl/
2,6,https://www.wikipedia.org/
2,7,https://www.apple.com/sg/shop/accessories/all-accessories/power-cables?f=ipadmini3-series2&fh=459d%2B49ff%2B43de
2,8,https://www.youtube.com/watch?v=-s7TCuCpB5c
2,9,https://angular.io/
2,10,https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield
3,1,https://ztm.gda.pl/rozklady/linia-3.html
3,2,https://rj.metropoliaztm.pl/rozklady/2-3/
3,3,https://rj.metropoliaztm.pl/rozklady/1-3/
3,4,"https://www.zditm.szczecin.pl/pl/pasazer/rozklady-jazdy,linia,3"
3,5,https://www.youtube.com/watch?v=oTs6oQx1WJY
3,6,https://mzkwejherowo.pl/rozklad-jazdy/3.html
3,7,http://www.three.com/
3,8,http://www.three.co.uk/
3,9,https://www.netflix.com/title/80074220
3,10,https://www.w3.org/
