category,link to the article
https://www.alexa.com/covid-19/unemployment,http://longisland.news12.com/story/42305298/some-restaurant-owners-struggling-to-get-employees-on-unemployment-to-return
https://www.alexa.com/covid-19/unemployment,https://www.usnews.com/opinion/economic-intelligence/2015/07/10/poor-childless-adults-left-out-of-the-social-safety-net
https://www.alexa.com/covid-19/unemployment,https://www.seattletimes.com/business/washington-state-may-need-federal-loans-to-cover-unemployment-claims-by-years-end/?utm_medium=social&utm_campaign=owned_echobox_tw_m&utm_source=Twitter#Echobox=1593482857
https://www.alexa.com/covid-19/unemployment,https://www.wpr.org/lives-hold-pandemic-exposes-failures-wisconsin-unemployment-insurance-system
https://www.alexa.com/covid-19/stimulus-package,https://www.sc.com/en/feature/what-are-the-prospects-for-chinas-post-covid-19-economic-recovery/
https://www.alexa.com/covid-19/stimulus-package,https://www.straitstimes.com/business/economy/china-wont-be-able-to-bail-asia-out-this-time
https://www.alexa.com/covid-19/stimulus-package,https://www.washingtonpost.com/business/2020/06/29/exodus-trumps-economic-team-continues-despite-fresh-fears-about-new-closures-coronavirus-crisis/
https://www.alexa.com/covid-19/stimulus-package,https://www.abc.net.au/news/2020-06-30/stark-statistics-reveal-precarious-position-of-women/12404274
https://www.alexa.com/covid-19/stimulus-package,https://www.cnn.com/2020/06/30/politics/fauci-redford-testimony-senate-coronavirus/index.html
https://www.alexa.com/covid-19/stimulus-package,https://www.gov.scot/news/blueprint-for-economic-recovery/
https://www.alexa.com/covid-19/stimulus-package,https://time.com/5861295/masks-covid19-spread-fighting/
https://www.alexa.com/covid-19/stimulus-package,https://www.federalreserve.gov/newsevents/testimony/powell20200630a.htm
https://www.alexa.com/covid-19/stimulus-package,http://saharareporters.com/2020/06/29/order-nigerian-government-name-beneficiaries-covid-19-intervention-funds-serap-tells
https://www.alexa.com/covid-19/stimulus-package,https://www.zerohedge.com/markets/look-out-below-why-economy-about-fly-fiscal-cliff
https://www.alexa.com/covid-19/pandemic,https://www.bbc.com/news/health-53218704?xtor=AL-72-%5Bpartner%5D-%5Bbbc.news.twitter%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D&at_custom4=472DE83C-BA3D-11EA-97C6-67EF4744363C&at_custom3=%40bbchealth&at_medium=custom7&at_custom1=%5Bpost+type%5D&at_campaign=64&at_custom2=twitter
https://www.alexa.com/covid-19/pandemic,https://www.inverse.com/science/scientists-identify-a-swine-flu-virus-with-pandemic-potential
https://www.alexa.com/covid-19/pandemic,https://thehill.com/policy/healthcare/505042-who-director-pandemic-speeding-up
https://www.alexa.com/covid-19/pandemic,https://www.wsj.com/articles/coronavirus-pandemic-led-to-surge-in-alzheimers-deaths-11593345601?mod=hp_lead_pos10
https://www.alexa.com/covid-19/pandemic,https://www.foreignaffairs.com/articles/united-states/2020-06-29/how-forecast-outbreaks-and-pandemics
https://www.alexa.com/covid-19/pandemic,https://pitchfork.com/features/article/how-musicians-are-fighting-for-streaming-pay-during-the-pandemic/
https://www.alexa.com/covid-19/reopening,https://www.bbc.co.uk/news/uk-politics-53223474
https://www.alexa.com/covid-19/reopening,https://gothamist.com/food/arthur-avenue-reopening-street-piazza?utm_medium=social&utm_source=twitter&utm_campaign=shared_twitter
https://www.alexa.com/covid-19/reopening,https://www.cnn.com/world/live-news/coronavirus-pandemic-06-29-20-intl/h_be76b0483ad223a0df61e7f6ace44d79?utm_term=link&utm_source=twCNN&utm_content=2020-06-30T02%3A09%3A02&utm_medium=social
https://www.alexa.com/covid-19/reopening,https://reason.com/2020/06/29/reopen-schools-coronavirus-covid-19/
https://www.alexa.com/covid-19/reopening,https://president.utexas.edu/messages-speeches-2020/fall-2020-reopening-plans
https://www.alexa.com/covid-19/reopening,https://www.indiewire.com/2020/06/amc-theatres-reopening-july-30-1234570343/
https://www.alexa.com/covid-19/reopening,https://gothamist.com/food/nyc-really-ready-phase-3-reopening
https://www.alexa.com/covid-19/reopening,https://www.today.ng/news/nigeria/asuu-suicidal-reopen-schools-304033
https://www.alexa.com/covid-19/reopening,https://www.fox4news.com/news/perot-museum-pauses-plan-to-reopen-in-july
https://www.alexa.com/covid-19/influenza,https://www.bbc.com/news/health-53218704?xtor=AL-72-%5Bpartner%5D-%5Bbbc.news.twitter%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D&at_custom4=472DE83C-BA3D-11EA-97C6-67EF4744363C&at_custom3=%40bbchealth&at_medium=custom7&at_custom1=%5Bpost+type%5D&at_campaign=64&at_custom2=twitter
https://www.alexa.com/covid-19/influenza,https://www.inverse.com/science/scientists-identify-a-swine-flu-virus-with-pandemic-potential
https://www.alexa.com/covid-19/influenza,https://www.sciencemag.org/news/2020/06/swine-flu-strain-human-pandemic-potential-increasingly-found-chinese-pigs
https://www.alexa.com/covid-19/influenza,https://davidicke.com/2020/06/30/flu-virus-with-pandemic-potential-found-in-china/
https://www.alexa.com/covid-19/influenza,https://futurism.com/scientists-swine-flu-humans
https://www.alexa.com/covid-19/influenza,https://www.cnbc.com/2020/06/30/new-strain-of-flu-in-china-has-pandemic-potential-scientists-warns.html?__source=twitter%7Cmain
https://www.alexa.com/covid-19/good-news,https://gothamist.com/arts-entertainment/nypl-lions-patience-and-fortitude-are-now-wearing-masks-good-new-yorkers
https://www.alexa.com/covid-19/good-news,https://www.newstalkzb.co.nz/opinion/barry-soper-is-the-greens-poverty-plan-a-flight-of-fantasy-think-again/
https://www.alexa.com/covid-19/good-news,https://www.telegraph.co.uk/news/2020/06/29/coronavirus-positive-good-news-round-up-song-peace-scotland/?utm_content=telegraph&utm_medium=Social&utm_campaign=Echobox&utm_source=Twitter#Echobox=1593431376
https://www.alexa.com/covid-19/good-news,https://www.kentucky.com/sports/mlb/lexington-legends/article243848522.html
https://www.alexa.com/covid-19/good-news,https://1350kman.com/harrys-in-downtown-manhattan-to-close-for-good/
https://www.alexa.com/covid-19/good-news,https://venturefizz.com/stories/boston/venturefizz-good-news-report
https://www.alexa.com/covid-19/good-news,http://www.nrtoday.com/opinion/editorials/as_others_see_it/more-cares-assistance-is-good-news/article_70c57fa4-5669-50b0-b543-ea078e1a7150.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share
https://www.alexa.com/covid-19/good-news,http://skydancingblog.com/2020/06/29/monday-reads-good-news-first/
https://www.alexa.com/covid-19/good-news,https://resourcehub.blackbaud.com.au/spirit-of-fundraising/good-news-from-childfund-australia
https://www.alexa.com/covid-19/good-news,https://truepundit.com/the-good-news-about-covid-19-the-corporate-media-keeps-hidden/
